amenity,name,geometry,icon,color
restaurant,Jim's,"POLYGON ((-97.7715257 30.4344823, -97.7716174 30.4343477, -97.7713468 30.4342107, -97.7712552 30.4343454, -97.7715257 30.4344823))",cutlery,green
restaurant,IHOP,"POLYGON ((-97.7473904 30.4166713, -97.7471488 30.4165614, -97.7472772 30.4163679, -97.7475139 30.4164798, -97.7473904 30.4166713))",cutlery,green
restaurant,Outback Steakhouse,"POLYGON ((-97.7473671 30.4158424, -97.7473309 30.4156341, -97.7470001 30.4156768, -97.7470362 30.4158851, -97.7473671 30.4158424))",cutlery,green
restaurant,Rudy's Country Store & Bar-B-Q,"POLYGON ((-97.7471625 30.4142679, -97.7471395 30.4141449, -97.7471882 30.4141381, -97.7471633 30.4140044, -97.7467664 30.4140594, -97.7468061 30.4142722, -97.7468829 30.4143173, -97.747007 30.4143001, -97.7470051 30.4142898, -97.7471625 30.4142679))",cutlery,green
restaurant,Manuel's,"POLYGON ((-97.7494366 30.3968503, -97.749448 30.3967206, -97.7493789 30.396716, -97.749383 30.39667, -97.7493483 30.3966677, -97.749356 30.3965808, -97.7492444 30.3965735, -97.749233 30.3967025, -97.7491744 30.3966987, -97.7491626 30.3968323, -97.7494366 30.3968503))",cutlery,green
cinema,Arbor Cinema @ Great Hills,"POLYGON ((-97.7488733 30.3960473, -97.748846 30.3960203, -97.7489458 30.3959452, -97.7490293 30.3958825, -97.7490611 30.3959139, -97.7491426 30.395918, -97.7491507 30.3958161, -97.7492137 30.3958198, -97.7492321 30.3955889, -97.7490748 30.3955796, -97.7490738 30.3955931, -97.7488533 30.3955801, -97.748852 30.3955958, -97.7485919 30.3955804, -97.7485735 30.3958124, -97.748548 30.3958109, -97.7485321 30.3960111, -97.7484909 30.3960086, -97.7484798 30.3961476, -97.7487472 30.3961634, -97.7487514 30.3961102, -97.7488669 30.3961171, -97.7488733 30.3960473))",film,red
restaurant,Romano's Macaroni Grill,"POLYGON ((-97.7475644 30.3943774, -97.7477731 30.3945506, -97.7475969 30.3947087, -97.7473881 30.3945355, -97.7475644 30.3943774))",cutlery,green
restaurant,Pappadeux's Seafood Kitchen,"POLYGON ((-97.7452022 30.4147972, -97.7451547 30.4145305, -97.7449151 30.4145622, -97.7449134 30.4145529, -97.7448593 30.4145601, -97.7448569 30.4145753, -97.7448115 30.4145813, -97.7448168 30.414611, -97.7447485 30.4146201, -97.7447898 30.4148519, -97.7452022 30.4147972))",cutlery,green
restaurant,Saltgrass Steak House,"POLYGON ((-97.7469489 30.3977249, -97.7469205 30.3977477, -97.746966 30.3977899, -97.7469969 30.3977651, -97.7471916 30.397777, -97.7472118 30.3975306, -97.746966 30.3975157, -97.7469489 30.3977249))",cutlery,green
restaurant,Marie Callender's,"POLYGON ((-97.7418583 30.3860526, -97.7417732 30.3858636, -97.7417199 30.3858702, -97.7417086 30.3858208, -97.7414504 30.3858659, -97.7414618 30.3859049, -97.7413819 30.3859155, -97.7414132 30.3859809, -97.7414581 30.3859698, -97.7415627 30.3861677, -97.7418583 30.3860526))",cutlery,green
cinema,Gateway Cinema,"POLYGON ((-97.7398564 30.3882975, -97.7397863 30.3881529, -97.7398058 30.3881459, -97.7396778 30.3878818, -97.7396556 30.3878898, -97.7396476 30.3878734, -97.7396255 30.3878813, -97.7396162 30.3878623, -97.7396003 30.387868, -97.7395907 30.3878482, -97.7395766 30.3878533, -97.7395652 30.3878263, -97.7395432 30.3877742, -97.7395242 30.3876761, -97.7395257 30.3875833, -97.7393855 30.3873021, -97.7393631 30.3873104, -97.7392882 30.3871601, -97.7397292 30.3869965, -97.7402964 30.3881342, -97.7398564 30.3882975))",film,red
restaurant,Buca di Beppo,"POLYGON ((-97.7370513 30.3847062, -97.7371045 30.3844985, -97.7367868 30.3844379, -97.7367336 30.3846456, -97.7370513 30.3847062))",cutlery,green
restaurant,Jim's Restaurant,"POLYGON ((-97.727753 30.3746805, -97.7279094 30.3744401, -97.7278707 30.3743524, -97.7277399 30.374367, -97.7275885 30.3745998, -97.727753 30.3746805))",cutlery,green
place_of_worship,Austin Brethren Church,"POLYGON ((-97.7167829 30.366203, -97.7168858 30.3660384, -97.7168417 30.3660179, -97.7168343 30.3660299, -97.7167969 30.3660125, -97.7168052 30.3659992, -97.7167078 30.3659539, -97.7166352 30.36607, -97.7166231 30.3660643, -97.716592 30.366114, -97.7167829 30.366203))",institution,orange
pub,Mister Tramps Pub & Cafe,"POLYGON ((-97.7163649 30.3615089, -97.7163104 30.3613372, -97.7161004 30.3613869, -97.7161549 30.3615585, -97.7163649 30.3615089))",beer,green
cafe,Sugar Pine,"POLYGON ((-97.7177864 30.3618881, -97.7177351 30.3617113, -97.7175626 30.3617392, -97.7175491 30.361688, -97.7175114 30.3616973, -97.7175815 30.361902, -97.7176812 30.3618741, -97.7176947 30.3619067, -97.7177864 30.3618881))",coffee,green
restaurant,Mi Lindo Jalisco,"POLYGON ((-97.7176716 30.36245, -97.7176473 30.3623711, -97.7179468 30.3623025, -97.7179711 30.3623813, -97.7176716 30.36245))",cutlery,green
restaurant,El Pollo Rico,"POLYGON ((-97.7181894 30.3637327, -97.7185472 30.3636473, -97.7185171 30.3635533, -97.7181592 30.3636387, -97.7181894 30.3637327))",cutlery,green
restaurant,Trudy's,"POLYGON ((-97.7277138 30.3707493, -97.7277835 30.3706007, -97.7275023 30.3704935, -97.7274195 30.3706327, -97.7277138 30.3707493))",cutlery,green
restaurant,Eddie V's,"POLYGON ((-97.7531287 30.3897368, -97.7531268 30.3894711, -97.7529213 30.3894722, -97.7529219 30.3895525, -97.7528737 30.3895527, -97.7528743 30.389647, -97.7529281 30.3896467, -97.7529285 30.389708, -97.7529797 30.3897077, -97.7529799 30.3897377, -97.7531287 30.3897368))",cutlery,green
restaurant,The Boat,"POLYGON ((-97.7332628 30.3978728, -97.7336063 30.3977764, -97.7335317 30.3975766, -97.7331776 30.3976708, -97.7332628 30.3978728))",cutlery,green
restaurant,Waterloo Icehouse,"POLYGON ((-97.7282744 30.3680652, -97.7283174 30.3678923, -97.728137 30.3678504, -97.7280826 30.3680282, -97.7282744 30.3680652))",cutlery,green
place_of_worship,"Great Hillls Baptist Church, B Building","POLYGON ((-97.7525334 30.3985584, -97.752188 30.3986291, -97.752005 30.3985676, -97.7519829 30.3984997, -97.7517545 30.3989776, -97.7518751 30.3989472, -97.7520402 30.3989899, -97.7521326 30.3992383, -97.7524303 30.3993625, -97.7525585 30.3992616, -97.7527588 30.3993469, -97.7530007 30.3989169, -97.7527849 30.3988524, -97.7527849 30.3986897, -97.7525334 30.3985584))",institution,orange
restaurant,Chuy's,"POLYGON ((-97.7478499 30.418722, -97.7479835 30.4185001, -97.7477427 30.4183923, -97.7476091 30.4186141, -97.7478499 30.418722))",cutlery,green
restaurant,Brick House Tavern,"POLYGON ((-97.7477109 30.4180635, -97.7478382 30.4178656, -97.7475789 30.4177416, -97.7474517 30.4179395, -97.7477109 30.4180635))",cutlery,green
restaurant,Pour House,"POLYGON ((-97.7555388 30.4229084, -97.7553612 30.4227219, -97.7552332 30.4228296, -97.7552266 30.4228369, -97.7550995 30.4229393, -97.7551824 30.4230084, -97.7552901 30.423006, -97.7552929 30.4229846, -97.7554255 30.4229894, -97.7555388 30.4229084))",cutlery,green
restaurant,P.F. Chang's,"POLYGON ((-97.7504474 30.3956373, -97.750511 30.3955301, -97.7502769 30.3954204, -97.7501381 30.3955176, -97.7504474 30.3956373))",cutlery,green
place_of_worship,Fo Guang Shan Xiang Yun Temple;International Buddhist Progress Society,"POLYGON ((-97.7902343 30.3692548, -97.7903817 30.3690804, -97.7902524 30.368999, -97.7903089 30.3689321, -97.7901211 30.368814, -97.7901393 30.3687925, -97.7901668 30.3688097, -97.7901912 30.3687807, -97.7903508 30.3688811, -97.7904382 30.3687775, -97.7902707 30.3686722, -97.790233 30.3687168, -97.7901847 30.3686865, -97.7900913 30.3687971, -97.7900067 30.3687439, -97.789736 30.3690644, -97.7900277 30.3692479, -97.7900955 30.3691676, -97.7902343 30.3692548))",institution,orange
restaurant,Siena Ristorante Toscana,"POLYGON ((-97.7889908 30.3603549, -97.7890373 30.3601804, -97.7888187 30.3601322, -97.7888025 30.3601684, -97.788756 30.3601543, -97.7887327 30.3602305, -97.7887862 30.3602446, -97.7887722 30.3603028, -97.7889908 30.3603549))",cutlery,green
restaurant,Truluck's Seafood Steak & Crab,"POLYGON ((-97.7454067 30.3955446, -97.7454481 30.3954868, -97.7454814 30.3955045, -97.7455494 30.3954096, -97.74546 30.395362, -97.7454918 30.3953176, -97.7453864 30.3952615, -97.745354 30.3953067, -97.7452827 30.3952687, -97.745186 30.3954037, -97.7452675 30.3954471, -97.7452554 30.395464, -97.7454067 30.3955446))",cutlery,green
bar,Larry's Lone Star Bar,"POLYGON ((-97.9234426 30.4922408, -97.9234426 30.4921415, -97.92325 30.4921469, -97.9232542 30.4922426, -97.9234426 30.4922408))",beer,green
restaurant,Pacific Star Restaurant & Oyster Bar,"POLYGON ((-97.7901346 30.4506327, -97.7900908 30.4505255, -97.7898931 30.4505855, -97.7899336 30.4506847, -97.7900127 30.4506607, -97.790016 30.4506687, -97.7901346 30.4506327))",cutlery,green
place_of_worship,Immanuel Lutheran Church,"POLYGON ((-97.6143153 30.4315575, -97.6143825 30.4314476, -97.6143161 30.4314174, -97.6143208 30.4314099, -97.6142415 30.4313739, -97.6142382 30.4313793, -97.6141335 30.4313317, -97.6141101 30.4313699, -97.614093 30.4313621, -97.6140694 30.4314008, -97.6140905 30.4314104, -97.6140699 30.4314441, -97.61417 30.4314895, -97.6141663 30.4314955, -97.6142432 30.4315304, -97.6142459 30.431526, -97.6143153 30.4315575))",institution,orange
bar,Hanovers Draught Haus,"POLYGON ((-97.6198358 30.4406605, -97.6197063 30.4408662, -97.6195604 30.4407979, -97.6196165 30.4407088, -97.6195874 30.4406951, -97.6196444 30.4406045, -97.61967 30.4406164, -97.6196863 30.4405905, -97.6198358 30.4406605))",beer,green
place_of_worship,The Church of Jesus Christ of Latter-day Saints,"POLYGON ((-97.8357444 30.50506, -97.8353904 30.5051524, -97.8353582 30.5050646, -97.8353958 30.5050507, -97.8352563 30.5046394, -97.8355406 30.5045608, -97.8356801 30.5049814, -97.835723 30.5049768, -97.8357444 30.50506))",institution,orange
restaurant,Falafel Burger,"POLYGON ((-97.827486 30.4548566, -97.8275772 30.4547734, -97.827309 30.4545607, -97.8272232 30.4546485, -97.827486 30.4548566))",cutlery,green
pub,Scholz Garten,"POLYGON ((-97.7365074 30.2774966, -97.7363511 30.2779286, -97.7361587 30.2778799, -97.7362653 30.2775742, -97.7362284 30.2775643, -97.7362794 30.2774311, -97.7365074 30.2774966))",beer,green
bar,Firehouse Lounge & Hostel,"POLYGON ((-97.7411921 30.2681411, -97.7409742 30.2680825, -97.7409728 30.2680854, -97.7409349 30.2681883, -97.7411526 30.2682482, -97.7411921 30.2681411))",beer,green
bar,Dirty Bill's,"POLYGON ((-97.7493112 30.269569, -97.7492914 30.2696209, -97.7494927 30.2696779, -97.7495125 30.269626, -97.7493112 30.269569))",beer,green
restaurant,Ranch 616,"POLYGON ((-97.7484403 30.2705518, -97.748341 30.2705251, -97.7483537 30.2704899, -97.7483916 30.2703847, -97.7484587 30.2701982, -97.7486514 30.27025, -97.7485906 30.270404, -97.7485005 30.2703822, -97.7484403 30.2705518))",cutlery,green
restaurant,Walton's Fancy & Staple,"POLYGON ((-97.7490295 30.269699, -97.7489178 30.269668, -97.749022 30.2693883, -97.7491337 30.2694193, -97.7490295 30.269699))",cutlery,green
bar,The Dogwood,"POLYGON ((-97.750323 30.2700577, -97.7502457 30.2700361, -97.7502653 30.2699829, -97.7502977 30.2698985, -97.7503186 30.269842, -97.7502968 30.2698359, -97.7502835 30.2698714, -97.7502207 30.2698538, -97.7502333 30.2698203, -97.7502099 30.2698138, -97.7502345 30.2697486, -97.7503388 30.2697779, -97.7503689 30.2696981, -97.7504497 30.2697208, -97.750323 30.2700577))",beer,green
bar,Concrete Cowboy,"POLYGON ((-97.7504436 30.2700833, -97.7503473 30.2700521, -97.7503851 30.2699346, -97.7504307 30.2699485, -97.750436 30.2699323, -97.7504964 30.2699705, -97.7504436 30.2700833))",beer,green
bar,Star Bar,"POLYGON ((-97.748532 30.269789, -97.7484276 30.2700691, -97.7485096 30.2700919, -97.7484925 30.2701377, -97.7485369 30.27015, -97.748614 30.2699431, -97.7486584 30.2698241, -97.748532 30.269789))",beer,green
restaurant,Parlor and Yard,"POLYGON ((-97.7487319 30.2696117, -97.7487489 30.2695674, -97.7488132 30.2695857, -97.7488578 30.269469, -97.7486707 30.2694157, -97.7486393 30.2694975, -97.7486091 30.2695766, -97.7487319 30.2696117))",cutlery,green
restaurant,Hoffbrau Steaks,"POLYGON ((-97.7491123 30.2696589, -97.7490936 30.2697088, -97.7492277 30.2697505, -97.7492451 30.2697041, -97.749217 30.2696717, -97.7492478 30.2696717, -97.7492693 30.2696138, -97.7491928 30.2695918, -97.749174 30.2696508, -97.7491593 30.2696728, -97.7491123 30.2696589))",cutlery,green
bar,Whiskey Tango Foxtrot Icehouse,"POLYGON ((-97.7499395 30.2699535, -97.7498836 30.2699384, -97.7498954 30.2699054, -97.7497155 30.2698571, -97.7497389 30.2697919, -97.7497199 30.2697868, -97.7497465 30.269713, -97.7500014 30.2697815, -97.7499395 30.2699535))",beer,green
restaurant,Aussie's Grill and Beach Bar,"POLYGON ((-97.7482347 30.2588423, -97.748105 30.2588654, -97.7481482 30.2589845, -97.7481276 30.25899, -97.7481869 30.2591754, -97.7481935 30.259188, -97.7482688 30.2591718, -97.7483828 30.2593265, -97.7484915 30.2592715, -97.7483467 30.2591326, -97.7482347 30.2588423))",cutlery,green
restaurant,Mother's Cafe & Garden,"POLYGON ((-97.7261308 30.3042549, -97.7260677 30.3043555, -97.7260844 30.3043632, -97.726018 30.3044691, -97.7260014 30.3044613, -97.7259899 30.3044795, -97.7258862 30.304431, -97.7259707 30.3042963, -97.7259496 30.3042864, -97.7260059 30.3041965, -97.7261308 30.3042549))",cutlery,green
place_of_worship,Hyde Park Presbyterian Church,"POLYGON ((-97.7346317 30.3040797, -97.7344737 30.3040038, -97.7344619 30.3040221, -97.7343745 30.3039801, -97.7344437 30.3038728, -97.7345303 30.3039145, -97.7345185 30.3039328, -97.7346772 30.3040091, -97.7346646 30.3040287, -97.7346849 30.3040384, -97.7346669 30.3040663, -97.7346466 30.3040566, -97.7346317 30.3040797))",institution,orange
place_of_worship,Saint John's Episcopal Church,"POLYGON ((-97.6955617 30.3856438, -97.6954543 30.3855952, -97.6955162 30.3854935, -97.6954695 30.3854723, -97.6955381 30.3853595, -97.6956666 30.3854177, -97.6956326 30.3854736, -97.6957456 30.3855248, -97.6956868 30.3856216, -97.6957229 30.3856379, -97.6956646 30.3857338, -97.6955409 30.3856778, -97.6955617 30.3856438))",institution,orange
restaurant,Baby Acapulco,"POLYGON ((-97.7379128 30.3868237, -97.7379046 30.386822, -97.7378837 30.3868177, -97.7378878 30.386862, -97.7378239 30.38688, -97.7377875 30.3868357, -97.7378121 30.3868028, -97.7377332 30.3867864, -97.7377288 30.3868024, -97.7377217 30.3868277, -97.7377278 30.3868289, -97.7377126 30.3868834, -97.7377065 30.3868822, -97.7377052 30.3868867, -97.7377023 30.3868972, -97.7376288 30.3868819, -97.7376333 30.3868655, -97.7376269 30.3868642, -97.7376334 30.3868408, -97.7376421 30.3868097, -97.7376487 30.3868111, -97.7376603 30.3867696, -97.7375961 30.3867562, -97.7375575 30.3868018, -97.7374768 30.3867886, -97.7374408 30.3867459, -97.7374625 30.3866911, -97.7375178 30.3866736, -97.737569 30.3864898, -97.7378604 30.3865503, -97.737846 30.3866018, -97.7378999 30.3865997, -97.7379241 30.3866383, -97.7378985 30.3866701, -97.7379525 30.3866813, -97.7379128 30.3868237))",cutlery,green
place_of_worship,"Great Hillls Baptist Church, A Building","POLYGON ((-97.7519829 30.3984997, -97.7518583 30.3981852, -97.7519371 30.3980687, -97.752049 30.3980327, -97.7520084 30.3979318, -97.7519908 30.3978913, -97.7521478 30.3978428, -97.752165 30.3978897, -97.7522028 30.3979908, -97.7523335 30.3979533, -97.7524196 30.3979873, -97.7526143 30.3984407, -97.7525334 30.3985584, -97.752188 30.3986291, -97.752005 30.3985676, -97.7519829 30.3984997))",institution,orange
place_of_worship,"Great Hillls Baptist Church, C Building","POLYGON ((-97.7517545 30.3989776, -97.7513293 30.3991267, -97.7515072 30.3995638, -97.7521272 30.3993825, -97.7521326 30.3992383, -97.7520402 30.3989899, -97.7518751 30.3989472, -97.7517545 30.3989776))",institution,orange
restaurant,Ichiban,"POLYGON ((-97.7359078 30.349341, -97.7357461 30.3492629, -97.7358625 30.3490834, -97.7360242 30.3491615, -97.7359078 30.349341))",cutlery,green
restaurant,Mimi's Cafe,"POLYGON ((-97.7344268 30.3860077, -97.7343767 30.3859923, -97.7343617 30.3860287, -97.7342851 30.3860052, -97.7342947 30.3859819, -97.7341883 30.3859493, -97.7341925 30.3859393, -97.7341322 30.3859208, -97.7341632 30.3858455, -97.7341461 30.3858403, -97.7341941 30.3857239, -97.7342112 30.3857291, -97.7342211 30.3857051, -97.7342942 30.3857275, -97.7342792 30.385764, -97.7343295 30.3857794, -97.7343377 30.3857595, -97.7344314 30.3857882, -97.7344232 30.3858081, -97.7344993 30.3858315, -97.7344268 30.3860077))",cutlery,green
place_of_worship,Bethel Baptist Church,"POLYGON ((-97.7332723 30.4140005, -97.7329963 30.4138783, -97.7330143 30.413848, -97.7329594 30.4138236, -97.7329821 30.4137855, -97.7330371 30.4138098, -97.733069 30.4137562, -97.7331755 30.4138034, -97.733219 30.4137303, -97.7332824 30.4137583, -97.7332877 30.4137494, -97.7333393 30.4137723, -97.733334 30.4137812, -97.7333886 30.4138053, -97.7332723 30.4140005))",institution,orange
place_of_worship,Covenant United Methodist Church,"POLYGON ((-97.7320385 30.4134818, -97.732062 30.4134431, -97.7320958 30.4134584, -97.7321363 30.4134767, -97.7321042 30.4135294, -97.7322222 30.4135827, -97.7322036 30.4136134, -97.7322224 30.4136219, -97.7322136 30.4136364, -97.7322313 30.4136444, -97.7322181 30.4136662, -97.7324035 30.4137501, -97.732365 30.4138134, -97.7323821 30.4138212, -97.7324116 30.4138345, -97.732378 30.4138899, -97.7323503 30.4138774, -97.7323313 30.4138688, -97.7323077 30.4139076, -97.7322145 30.4138654, -97.7321629 30.4138421, -97.732191 30.413796, -97.7321023 30.4137559, -97.7320202 30.4138908, -97.7319698 30.4139737, -97.7318446 30.4139171, -97.7319779 30.4136978, -97.7319355 30.4136786, -97.7319112 30.4137186, -97.7318367 30.4136849, -97.7318624 30.4136427, -97.7318508 30.4136374, -97.7318697 30.4136063, -97.7317707 30.4135615, -97.7317105 30.4133736, -97.7317743 30.4133584, -97.7318189 30.4132792, -97.7319163 30.41332, -97.7319741 30.4133044, -97.7320385 30.4134818))",institution,orange
place_of_worship,Quarries Church,"POLYGON ((-97.73269 30.4075508, -97.7326533 30.4076084, -97.7327385 30.4076487, -97.7325969 30.4078711, -97.7325117 30.4078307, -97.7324705 30.4078955, -97.731983 30.4076646, -97.7320503 30.407559, -97.7320386 30.4075535, -97.7321267 30.4074153, -97.7321383 30.4074208, -97.7322026 30.4073199, -97.73269 30.4075508))",institution,orange
place_of_worship,Milwood Baptist Church,"POLYGON ((-97.7197212 30.4213732, -97.719364 30.4216478, -97.7192397 30.4215276, -97.7194768 30.4213453, -97.7195054 30.4213729, -97.7196254 30.4212806, -97.7197212 30.4213732))",institution,orange
restaurant,New Fortune Restaurant,"POLYGON ((-97.8151205 30.4633603, -97.8150243 30.4631137, -97.8148237 30.4631719, -97.8149199 30.4634185, -97.8151205 30.4633603))",cutlery,green
restaurant,Texas Roadhouse,"POLYGON ((-97.7886209 30.4471566, -97.7884697 30.4469472, -97.7886992 30.4468241, -97.7888351 30.4470125, -97.7887595 30.4470531, -97.7887747 30.4470741, -97.7886209 30.4471566))",cutlery,green
place_of_worship,Peace Lutheran Church,"POLYGON ((-97.8311812 30.4457047, -97.8312082 30.4456534, -97.831266 30.445676, -97.8313356 30.4455435, -97.831298 30.4455289, -97.8313505 30.4454289, -97.8311507 30.4453508, -97.8310016 30.4456346, -97.8311812 30.4457047))",institution,orange
restaurant,Rudy's Country Store and Bar-B-Q,"POLYGON ((-97.8494054 30.410776, -97.8494848 30.4106133, -97.8495642 30.4104506, -97.8493229 30.410363, -97.8491641 30.4106884, -97.8494054 30.410776))",cutlery,green
restaurant,Nagoya Steak & Sushi,"POLYGON ((-97.8247146 30.4574909, -97.8248542 30.4573604, -97.8247146 30.4572442, -97.8245703 30.4573706, -97.8247146 30.4574909))",cutlery,green
restaurant,Moonshine Grill,"POLYGON ((-97.7761996 30.4971333, -97.7761422 30.4970202, -97.7761609 30.4970132, -97.7761257 30.4969438, -97.7761498 30.4969347, -97.7761194 30.4968748, -97.7760989 30.4968826, -97.7760951 30.496875, -97.7759662 30.4969235, -97.7759546 30.4969005, -97.775828 30.4969481, -97.7758586 30.4970084, -97.7758455 30.4970134, -97.7758842 30.4970899, -97.7759683 30.4970582, -97.7760373 30.4971944, -97.7761996 30.4971333))",cutlery,green
restaurant,Bob's Steak & Chop House,"POLYGON ((-97.7460117 30.2662426, -97.7460988 30.2660185, -97.745829 30.2659431, -97.7457438 30.2661642, -97.7460117 30.2662426))",cutlery,green
restaurant,Sammie's,"POLYGON ((-97.7512188 30.2703338, -97.7512785 30.2702163, -97.7512195 30.2701951, -97.7512162 30.2702039, -97.7511541 30.2701805, -97.7511579 30.2701718, -97.7510943 30.2701481, -97.751081 30.2701715, -97.7510735 30.270169, -97.7510534 30.2702118, -97.7510608 30.2702141, -97.7510439 30.2702496, -97.751099 30.2702709, -97.7510907 30.2702887, -97.7511211 30.2702991, -97.7511195 30.2703055, -97.7511201 30.270312, -97.751123 30.2703181, -97.7511279 30.2703231, -97.7511343 30.2703266, -97.751142 30.2703283, -97.7511499 30.2703278, -97.7511572 30.2703252, -97.7511632 30.2703208, -97.7511673 30.2703149, -97.7512188 30.2703338))",cutlery,green
restaurant,Shoal Creek Saloon,"POLYGON ((-97.7523767 30.2743896, -97.7524524 30.274221, -97.7522469 30.2741521, -97.7521711 30.2743208, -97.7523767 30.2743896))",cutlery,green
cinema,AMC DINE-IN Tech Ridge 10,"POLYGON ((-97.6720023 30.4088848, -97.671968 30.4085876, -97.6717277 30.4086083, -97.6716991 30.4083602, -97.6708788 30.4084306, -97.6709416 30.4089758, -97.6720023 30.4088848))",film,red
cafe,Starbucks,"POLYGON ((-97.7379125 30.3599814, -97.7380112 30.3598196, -97.7378837 30.3597617, -97.737785 30.3599235, -97.7379125 30.3599814))",coffee,green
place_of_worship,The ROCK ATX,"POLYGON ((-97.6531569 30.3868404, -97.6529552 30.3867955, -97.6529194 30.3869153, -97.6528419 30.386898, -97.6528168 30.3869818, -97.6529015 30.3870007, -97.6528619 30.3871331, -97.6530563 30.3871765, -97.6531569 30.3868404))",institution,orange
cafe,Starbucks,"POLYGON ((-97.7027942 30.4188075, -97.7026181 30.4187212, -97.7025851 30.4187763, -97.7026632 30.4188104, -97.7026763 30.4188444, -97.7026642 30.4188647, -97.7027381 30.4188989, -97.7027942 30.4188075))",coffee,green
place_of_worship,Redeemer Lutheran Church,"POLYGON ((-97.7202705 30.3525274, -97.7201813 30.3525168, -97.7201178 30.3524558, -97.7201494 30.3524223, -97.720145 30.3524093, -97.7201033 30.3523991, -97.7201186 30.3523247, -97.720184 30.3522684, -97.7202144 30.3522912, -97.7202322 30.3522861, -97.7202995 30.3520862, -97.720324 30.3520772, -97.7204356 30.3521041, -97.7204976 30.3521559, -97.7205188 30.3521736, -97.7204788 30.3522321, -97.7204741 30.3522369, -97.7203673 30.352349, -97.7203706 30.3523622, -97.7204102 30.3523702, -97.7204021 30.3524489, -97.7203364 30.3525046, -97.7202881 30.3524675, -97.7202705 30.3525274))",institution,orange
restaurant,Inka Chicken Peruvian Restaurant,"POLYGON ((-97.6713476 30.4388161, -97.6712499 30.4388782, -97.6710848 30.4386853, -97.6711825 30.4386231, -97.6713476 30.4388161))",cutlery,green
place_of_worship,Saint Andrew's Presbyterian Church,"POLYGON ((-97.6751184 30.4369514, -97.6748845 30.4370831, -97.6748636 30.4370948, -97.6746631 30.4368232, -97.6751453 30.4365589, -97.6752228 30.4366692, -97.6751617 30.436702, -97.6750616 30.4367557, -97.6750731 30.4367751, -97.6750514 30.4368297, -97.6751184 30.4369514))",institution,orange
library,Wells Branch Community Library,"POLYGON ((-97.6759298 30.4459777, -97.6759029 30.4458066, -97.6758546 30.445654, -97.6757447 30.4454225, -97.6752914 30.4456216, -97.6754121 30.4458619, -97.6754818 30.4458804, -97.6756428 30.4458202, -97.6756508 30.445876, -97.6756991 30.4458713, -97.6757179 30.4460006, -97.6759298 30.4459777))",book,orange
theatre,College of Fine Arts Performing Arts Center,"POLYGON ((-97.731574 30.2865698, -97.7314687 30.2865621, -97.7315289 30.2859554, -97.73153 30.2859425, -97.7315421 30.2858194, -97.731543 30.2858106, -97.7314921 30.285807, -97.7314939 30.2857884, -97.7310814 30.2857584, -97.7310791 30.2857817, -97.7310289 30.2857781, -97.7310153 30.2859181, -97.7309583 30.2865175, -97.73051 30.2864845, -97.7304825 30.2867633, -97.7308813 30.2867926, -97.7309905 30.2868007, -97.7314388 30.2868337, -97.7314495 30.2867263, -97.7315578 30.2867343, -97.731574 30.2865698))",film,red
library,Lyndon Baines Johnson Presidential Library and Museum,"POLYGON ((-97.7291812 30.2855948, -97.7290246 30.2861125, -97.7293892 30.2861947, -97.7295457 30.2856771, -97.7291812 30.2855948))",book,orange
place_of_worship,Manchaca Baptist Church,"POLYGON ((-97.8365199 30.1395972, -97.8363735 30.1397228, -97.83636 30.139711, -97.8362948 30.1397669, -97.8361626 30.1396517, -97.8361869 30.1396309, -97.8361291 30.1395805, -97.8361049 30.1395594, -97.8361651 30.1395077, -97.8361864 30.1395263, -97.8362365 30.1395699, -97.8363829 30.1394444, -97.8363255 30.1393955, -97.836325 30.1393155, -97.8365344 30.1391321, -97.8367507 30.139129, -97.8371198 30.1388125, -97.837276 30.1389488, -97.8369155 30.139258, -97.8369162 30.1392877, -97.836959 30.1393243, -97.8369597 30.1393948, -97.8369168 30.1394323, -97.8369158 30.1394608, -97.8370312 30.1395609, -97.8370729 30.1395249, -97.8370982 30.1395031, -97.8371541 30.1395516, -97.8371241 30.1395775, -97.8370734 30.1396213, -97.8371098 30.1396529, -97.8369762 30.1397681, -97.836907 30.139708, -97.8368937 30.1397195, -97.8367406 30.1395866, -97.8366875 30.1396331, -97.8366032 30.1396327, -97.836563 30.1395983, -97.8365199 30.1395972))",institution,orange
